,Query,Match,HMDB,PubChem,ChEBI,KEGG,METLIN,SMILES,Comment
681,1-pentadecanoyl-2-docosahexaenoyl-GPC (15:0/22:6)*,NA,NA,NA,NA,NA,NA,NA,0
682,1-margaroyl-2-arachidonoyl-GPC (17:0/20:4)*,NA,NA,NA,NA,NA,NA,NA,0
683,1-margaroyl-2-docosahexaenoyl-GPC (17:0/22:6)*,NA,NA,NA,NA,NA,NA,NA,0
684,1-arachidoyl-2-arachidonoyl-GPC (20:0/20:4)*,NA,NA,NA,NA,NA,NA,NA,0
685,1-oleoyl-2-docosahexaenoyl-GPC (18:1/22:6)*,NA,NA,NA,NA,NA,NA,NA,0
686,1-linoleoyl-2-docosahexaenoyl-GPC (18:2/22:6)*,NA,NA,NA,NA,NA,NA,NA,0
687,1-palmityl-2-linoleoyl-GPC (O-16:0/18:2)*,NA,NA,NA,NA,NA,NA,NA,0
688,1-(1-enyl-stearoyl)-2-linoleoyl-GPC (P-18:0/18:2)*,NA,NA,NA,NA,NA,NA,NA,0
689,1-myristoyl-2-linoleoyl-GPC (14:0/18:2)*,NA,NA,NA,NA,NA,NA,NA,0
690,1-myristoyl-2-arachidonoyl-GPC (14:0/20:4)*,NA,NA,NA,NA,NA,NA,NA,0
691,1-myristoyl-2-docosahexaenoyl-GPC (14:0/22:6)*,NA,NA,NA,NA,NA,NA,NA,0
692,1-stearoyl-2-docosapentaenoyl-GPC (18:0/22:5n3)*,NA,NA,NA,NA,NA,NA,NA,0
693,1-stearoyl-2-docosapentaenoyl-GPC (18:0/22:5n6)*,NA,NA,NA,NA,NA,NA,NA,0
694,1-palmitoyl-2-adrenoyl-GPC (16:0/22:4)*,NA,NA,NA,NA,NA,NA,NA,0
695,1-stearoyl-2-adrenoyl-GPC (18:0/22:4)*,NA,NA,NA,NA,NA,NA,NA,0
696,1-stearyl-GPC (O-18:0)*,NA,NA,NA,NA,NA,NA,NA,0
697,1-oleoyl-2-dihomo-linolenoyl-GPC (18:1/20:3)*,NA,NA,NA,NA,NA,NA,NA,0
698,1-(1-enyl-palmitoyl)-2-palmitoleoyl-GPC (P-16:0/16:1)*,NA,NA,NA,NA,NA,NA,NA,0
699,1-(1-enyl-palmitoyl)-2-myristoyl-GPC (P-16:0/14:0)*,NA,NA,NA,NA,NA,NA,NA,0
700,1-(1-enyl-palmitoyl)-2-palmitoyl-GPC (P-16:0/16:0)*,NA,NA,NA,NA,NA,NA,NA,0
701,"phosphatidylcholine (16:0/22:5n3, 18:1/20:4)*",NA,NA,NA,NA,NA,NA,NA,0
702,"phosphatidylcholine (18:0/20:5, 16:0/22:5n6)*",NA,NA,NA,NA,NA,NA,NA,0
703,1-stearoyl-2-oleoyl-GPI (18:0/18:1)*,NA,NA,NA,NA,NA,NA,NA,0
704,1-stearoyl-2-dihomo-linolenoyl-GPI (18:0/20:3n3 or 6)*,NA,NA,NA,NA,NA,NA,NA,0
705,1-palmitoyl-2-eicosapentaenoyl-GPE (16:0/20:5)*,NA,NA,NA,NA,NA,NA,NA,0
706,1-stearoyl-2-dihomo-linolenoyl-GPE (18:0/20:3n3 or 6)*,NA,NA,NA,NA,NA,NA,NA,0
707,1-oleoyl-2-arachidonoyl-GPE (18:1/20:4)*,NA,NA,NA,NA,NA,NA,NA,0
708,1-(1-enyl-stearoyl)-2-linoleoyl-GPE (P-18:0/18:2)*,NA,NA,NA,NA,NA,NA,NA,0
709,1-linoleoyl-GPG (18:2)*,NA,NA,NA,NA,NA,NA,NA,0
710,thioproline,Thioproline,,93176,,,,,1
711,palmitoylcholine,Palmitoylcholine,HMDB0240592,151731,133677,,,CCCCCCCCCCCCCCCC(=O)OCC[N+](C)(C)C,1
712,glycocholate glucuronide (1),NA,NA,NA,NA,NA,NA,NA,0
713,glycochenodeoxycholate glucuronide (1),NA,NA,NA,NA,NA,NA,NA,0
714,(S)-3-hydroxybutyrylcarnitine,NA,NA,NA,NA,NA,NA,NA,0
715,glycosyl-N-palmitoyl-sphingosine (d18:1/16:0),NA,NA,NA,NA,NA,NA,NA,0
716,methylsuccinoylcarnitine,NA,NA,NA,NA,NA,NA,NA,0
717,oleoylcholine,Oleoylcholine,HMDB0240596,59040790,133693,,,CCCCCCCC\C=C/CCCCCCCC(=O)OCC[N+](C)(C)C,1
718,arachidonoylcholine,Arachidonoylcholine,HMDB0240583,122198216,133694,,,CCCCC\C=C/C\C=C/C\C=C/C\C=C/CCCC(=O)OCC[N+](C)(C)C,1
719,docosahexaenoylcholine,Docosahexaenoylcholine,HMDB0240647,9823108,,,,CC\C=C/C\C=C/C\C=C/C\C=C/C\C=C/C\C=C/CCC(=O)OCC[N+](C)(C)C,1
720,dihomo-linolenoyl-choline,Dihomo-gamma-linolenoylcholine,HMDB0240646,,,,,CCCCC\C=C/C\C=C/C\C=C/CCCCCCC(=O)OCC[N+](C)(C)C,1
721,1-linoleoyl-2-linolenoyl-GPC (18:2/18:3)*,NA,NA,NA,NA,NA,NA,NA,0
722,1-palmitoleoyl-2-linolenoyl-GPC (16:1/18:3)*,NA,NA,NA,NA,NA,NA,NA,0
723,"phosphatidylcholine (14:0/14:0, 16:0/12:0)",NA,NA,NA,NA,NA,NA,NA,0
724,"phosphatidylcholine (15:0/18:1, 17:0/16:1, 16:0/17:1)*",NA,NA,NA,NA,NA,NA,NA,0
725,1-oleoyl-2-dihomo-linoleoyl-GPC (18:1/20:2)*,NA,NA,NA,NA,NA,NA,NA,0
726,"phosphatidylcholine (18:0/20:2, 20:0/18:2)*",NA,NA,NA,NA,NA,NA,NA,0
727,1-(1-enyl-oleoyl)-2-docosahexaenoyl-GPE (P-18:1/22:6)*,NA,NA,NA,NA,NA,NA,NA,0
728,1-(1-enyl-stearoyl)-2-dihomo-linolenoyl-GPE (P-18:0/20:3)*,NA,NA,NA,NA,NA,NA,NA,0
729,hexadecadienoate (16:2n6),NA,NA,NA,NA,NA,NA,NA,0
730,palmitoleoylcarnitine (C16:1)*,NA,NA,NA,NA,NA,NA,NA,0
731,pimeloylcarnitine/3-methyladipoylcarnitine (C7-DC),NA,NA,NA,NA,NA,NA,NA,0
732,4-hydroxyphenylacetylglutamine,4-Hydroxyphenylacetylglutamine,HMDB0006061,61152160,28036,C05595,,OC(=O)CC[C@H](NC(=O)CC1=CC=C(O)C=C1)C(O)=O,1
733,"2,3-dihydroxy-2-methylbutyrate",NA,NA,NA,NA,NA,NA,NA,0
734,2'-O-methylcytidine,2'-O-Methylcytidine,,150971,,,,,1
735,2'-O-methyluridine,2'-O-Methyluridine,,102212,,,,,1
736,gamma-glutamyl-alpha-lysine,NA,NA,NA,NA,NA,NA,NA,0
737,palmitoyl-oleoyl-glycerol (16:0/18:1) [1]*,NA,NA,NA,NA,NA,NA,NA,0
738,palmitoyl-oleoyl-glycerol (16:0/18:1) [2]*,NA,NA,NA,NA,NA,NA,NA,0
739,oleoyl-oleoyl-glycerol (18:1/18:1)  [1]*,NA,NA,NA,NA,NA,NA,NA,0
740,oleoyl-oleoyl-glycerol (18:1/18:1) [2]*,NA,NA,NA,NA,NA,NA,NA,0
741,linoleoyl-arachidonoyl-glycerol (18:2/20:4) [1]*,NA,NA,NA,NA,NA,NA,NA,0
742,palmitoyl-arachidonoyl-glycerol (16:0/20:4) [2]*,NA,NA,NA,NA,NA,NA,NA,0
743,linoleoyl-linolenoyl-glycerol (18:2/18:3) [2]*,NA,NA,NA,NA,NA,NA,NA,0
744,palmitoleoyl-linoleoyl-glycerol (16:1/18:2) [1]*,NA,NA,NA,NA,NA,NA,NA,0
745,oleoyl-arachidonoyl-glycerol (18:1/20:4) [1]*,NA,NA,NA,NA,NA,NA,NA,0
746,oleoyl-arachidonoyl-glycerol (18:1/20:4) [2]*,NA,NA,NA,NA,NA,NA,NA,0
747,"diacylglycerol (16:1/18:2 [2], 16:0/18:3 [1])*",NA,NA,NA,NA,NA,NA,NA,0
748,linoleoyl-linoleoyl-glycerol (18:2/18:2) [1]*,NA,NA,NA,NA,NA,NA,NA,0
749,stearoyl-arachidonoyl-glycerol (18:0/20:4) [1]*,NA,NA,NA,NA,NA,NA,NA,0
750,stearoyl-arachidonoyl-glycerol (18:0/20:4) [2]*,NA,NA,NA,NA,NA,NA,NA,0
751,perfluorooctanesulfonate (PFOS),NA,NA,NA,NA,NA,NA,NA,0
752,1-palmityl-2-stearoyl-GPC (O-16:0/18:0)*,NA,NA,NA,NA,NA,NA,NA,0
753,1-palmityl-2-palmitoyl-GPC (O-16:0/16:0)*,NA,NA,NA,NA,NA,NA,NA,0
754,1-stearyl-2-docosapentaenoyl-GPC (O-18:0/22:5n3)*,NA,NA,NA,NA,NA,NA,NA,0
755,1-stearoyl-2-docosapentaenoyl-GPE (18:0/22:5n3)*,NA,NA,NA,NA,NA,NA,NA,0
756,1-stearoyl-2-docosapentaenoyl-GPE (18:0/22:5n6)*,NA,NA,NA,NA,NA,NA,NA,0
757,1-stearoyl-2-adrenoyl-GPE (18:0/22:4)*,NA,NA,NA,NA,NA,NA,NA,0
758,1-(1-enyl-stearoyl)-2-docosapentaenoyl-GPE (P-18:0/22:5n3)*,NA,NA,NA,NA,NA,NA,NA,0
759,1-palmitoleoyl-2-eicosapentaenoyl-GPC (16:1/20:5)*,NA,NA,NA,NA,NA,NA,NA,0
760,palmitoyl-docosahexaenoyl-glycerol (16:0/22:6) [1]*,NA,NA,NA,NA,NA,NA,NA,0
761,lactosyl-N-nervonoyl-sphingosine (d18:1/24:1)*,NA,NA,NA,NA,NA,NA,NA,0
762,N-behenoyl-sphingadienine (d18:2/22:0)*,NA,NA,NA,NA,NA,NA,NA,0
763,glycosyl-N-behenoyl-sphingadienine (d18:2/22:0)*,NA,NA,NA,NA,NA,NA,NA,0
764,N-palmitoylserine,NA,NA,NA,NA,NA,NA,NA,0
765,palmitoleoyl-arachidonoyl-glycerol (16:1/20:4) [2]*,NA,NA,NA,NA,NA,NA,NA,0
766,"phosphatidylethanolamine (P-18:1/20:4, P-16:0/22:5n3)*",NA,NA,NA,NA,NA,NA,NA,0
767,1-palmitoyl-2-(hydroxylinoleoyl)-GPC (16:0/18:2(OH))*,NA,NA,NA,NA,NA,NA,NA,0
768,"ceramide (d16:1/24:1, d18:1/22:1)*",NA,NA,NA,NA,NA,NA,NA,0
769,"ceramide (d18:1/14:0, d16:1/16:0)*",NA,NA,NA,NA,NA,NA,NA,0
770,"ceramide (d18:1/17:0, d17:1/18:0)*",NA,NA,NA,NA,NA,NA,NA,0
771,"ceramide (d18:2/24:1, d18:1/24:2)*",NA,NA,NA,NA,NA,NA,NA,0
772,"glycosyl ceramide (d18:2/24:1, d18:1/24:2)*",NA,NA,NA,NA,NA,NA,NA,0
773,"ceramide (d18:1/20:0, d16:1/22:0, d20:1/18:0)*",NA,NA,NA,NA,NA,NA,NA,0
774,stearoylcholine*,NA,NA,NA,NA,NA,NA,NA,0
775,linoleoylcholine*,NA,NA,NA,NA,NA,NA,NA,0
776,"sphingomyelin (d18:0/20:0, d16:0/22:0)*",NA,NA,NA,NA,NA,NA,NA,0
777,"sphingomyelin (d18:1/19:0, d19:1/18:0)*",NA,NA,NA,NA,NA,NA,NA,0
778,sphingomyelin (d18:2/18:1)*,NA,NA,NA,NA,NA,NA,NA,0
779,sphingomyelin (d18:2/24:2)*,NA,NA,NA,NA,NA,NA,NA,0
780,"sphingomyelin (d18:2/21:0, d16:2/23:0)*",NA,NA,NA,NA,NA,NA,NA,0
781,sphingomyelin (d18:2/23:1)*,NA,NA,NA,NA,NA,NA,NA,0
782,"sphingomyelin (d18:1/25:0, d19:0/24:1, d20:1/23:0, d19:1/24:0)*",NA,NA,NA,NA,NA,NA,NA,0
783,"sphingomyelin (d17:2/16:0, d18:2/15:0)*",NA,NA,NA,NA,NA,NA,NA,0
784,linolenoylcarnitine (C18:3)*,NA,NA,NA,NA,NA,NA,NA,0
785,behenoylcarnitine (C22)*,NA,NA,NA,NA,NA,NA,NA,0
786,arachidoylcarnitine (C20)*,NA,NA,NA,NA,NA,NA,NA,0
787,lignoceroylcarnitine (C24)*,NA,NA,NA,NA,NA,NA,NA,0
788,cerotoylcarnitine (C26)*,NA,NA,NA,NA,NA,NA,NA,0
789,ximenoylcarnitine (C26:1)*,NA,NA,NA,NA,NA,NA,NA,0
790,arachidonoylcarnitine (C20:4),NA,NA,NA,NA,NA,NA,NA,0
791,eicosenoylcarnitine (C20:1)*,NA,NA,NA,NA,NA,NA,NA,0
792,dihomo-linoleoylcarnitine (C20:2)*,NA,NA,NA,NA,NA,NA,NA,0
793,dihomo-linolenoylcarnitine (C20:3n3 or 6)*,NA,NA,NA,NA,NA,NA,NA,0
794,docosahexaenoylcarnitine (C22:6)*,NA,NA,NA,NA,NA,NA,NA,0
795,nervonoylcarnitine (C24:1)*,NA,NA,NA,NA,NA,NA,NA,0
796,adrenoylcarnitine (C22:4)*,NA,NA,NA,NA,NA,NA,NA,0
797,"N,N,N-trimethyl-5-aminovalerate",NA,NA,NA,NA,NA,NA,NA,0
798,ethyl alpha-glucopyranoside,NA,NA,NA,NA,NA,NA,NA,0
799,carotene diol (1),NA,NA,NA,NA,NA,NA,NA,0
800,carotene diol (2),NA,NA,NA,NA,NA,NA,NA,0
801,carotene diol (3),NA,NA,NA,NA,NA,NA,NA,0
802,cortolone glucuronide (1),NA,NA,NA,NA,NA,NA,NA,0
803,(N(1) + N(8))-acetylspermidine,NA,NA,NA,NA,NA,NA,NA,0
804,5-dodecenoylcarnitine (C12:1),NA,NA,NA,NA,NA,NA,NA,0
805,2-butenoylglycine,2-Butenoylglycine,,6303498,,,,,1
806,hydroxy-CMPF*,NA,NA,NA,NA,NA,NA,NA,0
807,trans-2-hexenoylglycine,NA,NA,NA,NA,NA,NA,NA,0
808,dodecenedioate (C12:1-DC)*,NA,NA,NA,NA,NA,NA,NA,0
809,hexadecenedioate (C16:1-DC)*,NA,NA,NA,NA,NA,NA,NA,0
810,octadecenedioate (C18:1-DC),NA,NA,NA,NA,NA,NA,NA,0
811,octadecadienedioate (C18:2-DC)*,NA,NA,NA,NA,NA,NA,NA,0
812,3-carboxy-4-methyl-5-pentyl-2-furanpropionate (3-CMPFP)**,NA,NA,NA,NA,NA,NA,NA,0
813,glucuronide of C10H18O2 (7)*,NA,NA,NA,NA,NA,NA,NA,0
814,3-hydroxystachydrine*,NA,NA,NA,NA,NA,NA,NA,0
815,N-acetyl-2-aminooctanoate*,NA,NA,NA,NA,NA,NA,NA,0
816,hydroxyasparagine**,NA,NA,NA,NA,NA,NA,NA,0
817,perfluorooctanoate (PFOA),NA,NA,NA,NA,NA,NA,NA,0
818,glyco-beta-muricholate**,NA,NA,NA,NA,NA,NA,NA,0
819,3-formylindole,1H-Indole-3-carboxaldehyde,HMDB0029737,10256,28238,C08493,,O=CC1=CNC2=C1C=CC=C2,1
820,pyroglutamylalanine*,NA,NA,NA,NA,NA,NA,NA,0
821,pyroglutamylleucine*,NA,NA,NA,NA,NA,NA,NA,0
822,gamma-glutamylcitrulline*,NA,NA,NA,NA,NA,NA,NA,0
823,glycine conjugate of C10H12O2*,NA,NA,NA,NA,NA,NA,NA,0
824,glycine conjugate of C10H14O2 (1)*,NA,NA,NA,NA,NA,NA,NA,0
825,glutamine conjugate of C7H12O2*,NA,NA,NA,NA,NA,NA,NA,0
826,glutamine conjugate of C6H10O2 (1)*,NA,NA,NA,NA,NA,NA,NA,0
827,glutamine conjugate of C6H10O2 (2)*,NA,NA,NA,NA,NA,NA,NA,0
828,tetradecadienoate (14:2)*,NA,NA,NA,NA,NA,NA,NA,0
829,3-amino-2-piperidone,3-Amino-2-piperidone,HMDB0000323,5200225,76341,,5312,NC1CCCNC1=O,1
830,"N,N-dimethylalanine",NA,NA,NA,NA,NA,NA,NA,0
831,3-indoleglyoxylic acid,NA,NA,NA,NA,NA,NA,NA,0
832,ethyl beta-glucopyranoside,NA,NA,NA,NA,NA,NA,NA,0
833,2-hydroxysebacate,2-Hydroxydecanedioic acid,HMDB0000424,128458,89312,,5413,O=C(O)CCCCCCCC(O)C(=O)O,1
834,ascorbic acid 3-sulfate*,NA,NA,NA,NA,NA,NA,NA,0
835,6-bromotryptophan,NA,NA,NA,NA,NA,NA,NA,0
836,1-carboxyethylphenylalanine,1-Carboxyethylphenylalanine,HMDB0240628,127261991,,,,C[C@@H](N[C@@H](CC1=CC=CC=C1)C(O)=O)C(O)=O,1
837,1-carboxyethylvaline,1-Carboxyethylvaline,HMDB0240627,,,,,CC(C)[C@H](N[C@H](C)C(O)=O)C(O)=O,1
838,1-carboxyethylleucine,1-Carboxyethylleucine,HMDB0240626,53752255,,,,CC(C)C[C@H](N[C@H](C)C(O)=O)C(O)=O,1
839,1-carboxyethylisoleucine,NA,NA,NA,NA,NA,NA,NA,0
840,dodecadienoate (12:2)*,NA,NA,NA,NA,NA,NA,NA,0
841,N-acetyl-isoputreanine,NA,NA,NA,NA,NA,NA,NA,0
842,glucuronide of piperine metabolite C17H21NO3 (3)*,NA,NA,NA,NA,NA,NA,NA,0
843,glucuronide of piperine metabolite C17H21NO3 (4)*,NA,NA,NA,NA,NA,NA,NA,0
844,glucuronide of piperine metabolite C17H21NO3 (5)*,NA,NA,NA,NA,NA,NA,NA,0
845,sulfate of piperine metabolite C16H19NO3 (2)*,NA,NA,NA,NA,NA,NA,NA,0
846,sulfate of piperine metabolite C16H19NO3 (3)*,NA,NA,NA,NA,NA,NA,NA,0
847,sulfate of piperine metabolite C18H21NO3 (1)*,NA,NA,NA,NA,NA,NA,NA,0
848,2-naphthol sulfate,NA,NA,NA,NA,NA,NA,NA,0
849,4-ethylcatechol sulfate,NA,NA,NA,NA,NA,NA,NA,0
850,11beta-hydroxyandrosterone glucuronide,NA,NA,NA,NA,NA,NA,NA,0
851,"N2-acetyl,N6,N6-dimethyllysine",NA,NA,NA,NA,NA,NA,NA,0
852,deoxycholic acid glucuronide,NA,NA,NA,NA,NA,NA,NA,0
853,4-allylcatechol sulfate,NA,NA,NA,NA,NA,NA,NA,0
854,4-methylhexanoylglutamine,NA,NA,NA,NA,NA,NA,NA,0
855,glycoursodeoxycholic acid sulfate (1),NA,NA,NA,NA,NA,NA,NA,0
856,lithocholate sulfate (1),NA,NA,NA,NA,NA,NA,NA,0
857,2-ketocaprylate,NA,NA,NA,NA,NA,NA,NA,0
858,"2,3-dihydroxy-5-methylthio-4-pentenoate (DMTPA)*",NA,NA,NA,NA,NA,NA,NA,0
859,hydroxypalmitoyl sphingomyelin (d18:1/16:0(OH))**,NA,NA,NA,NA,NA,NA,NA,0
860,branched-chain fatty acid 18:0 (2)**,NA,NA,NA,NA,NA,NA,NA,0
861,tetradecadienedioate (C14:2-DC)*,NA,NA,NA,NA,NA,NA,NA,0
862,pregnenetriol disulfate*,NA,NA,NA,NA,NA,NA,NA,0
863,eicosenedioate (C20:1-DC)*,NA,NA,NA,NA,NA,NA,NA,0
864,"hydroxy-N6,N6,N6-trimethyllysine*",NA,NA,NA,NA,NA,NA,NA,0
865,undecenoylcarnitine (C11:1),NA,NA,NA,NA,NA,NA,NA,0
866,3-decenoylcarnitine,NA,NA,NA,NA,NA,NA,NA,0
867,palmitoyl-sphingosine-phosphoethanolamine (d18:1/16:0),NA,NA,NA,NA,NA,NA,NA,0
868,4-vinylcatechol sulfate,NA,NA,NA,NA,NA,NA,NA,0
869,"3,5-dichloro-2,6-dihydroxybenzoic acid",NA,NA,NA,NA,NA,NA,NA,0
870,(S)-a-amino-omega-caprolactam,NA,NA,NA,NA,NA,NA,NA,0
871,metabolonic lactone sulfate,NA,NA,NA,NA,NA,NA,NA,0
872,vanillic acid glycine,NA,NA,NA,NA,NA,NA,NA,0
873,branched chain 14:0 dicarboxylic acid**,NA,NA,NA,NA,NA,NA,NA,0
874,1-methyl-5-imidazolelactate,NA,NA,NA,NA,NA,NA,NA,0
875,(2 or 3)-decenoate (10:1n7 or n8),NA,NA,NA,NA,NA,NA,NA,0
876,"branched-chain, straight-chain, or cyclopropyl 10:1 fatty acid (1)*",NA,NA,NA,NA,NA,NA,NA,0
877,"3-bromo-5-chloro-2,6-dihydroxybenzoic acid*",NA,NA,NA,NA,NA,NA,NA,0
878,"branched-chain, straight-chain, or cyclopropyl 12:1 fatty acid*",NA,NA,NA,NA,NA,NA,NA,0
879,decadienedioic acid (C10:2-DC)**,NA,NA,NA,NA,NA,NA,NA,0
880,deoxycholic acid 12-sulfate*,NA,NA,NA,NA,NA,NA,NA,0
881,GlcNAc sulfate conjugate of C21H34O2 steroid**,NA,NA,NA,NA,NA,NA,NA,0
882,"cis-3,4-methyleneheptanoate",NA,NA,NA,NA,NA,NA,NA,0
883,"cis-3,4-methyleneheptanoylcarnitine",NA,NA,NA,NA,NA,NA,NA,0
884,N-acetyl-2-aminoadipate,NA,NA,NA,NA,NA,NA,NA,0
885,4-chlorobenzoic acid,4-Chlorobenzoate,METPA0283,,17861,C02370,,,1
886,"2,4-di-tert-butylphenol","2,4-Di-tert-butylphenol",HMDB0013816,7311,89188,,,CC(C)(C)C1=CC=C(O)C(=C1)C(C)(C)C,1
887,3-hydroxyoctanoylcarnitine (1),NA,NA,NA,NA,NA,NA,NA,0
888,"cis-3,4-methyleneheptanoylglycine",NA,NA,NA,NA,NA,NA,NA,0
889,"bilirubin degradation product, C16H18N2O5 (1)**",NA,NA,NA,NA,NA,NA,NA,0
890,"bilirubin degradation product, C16H18N2O5 (2)**",NA,NA,NA,NA,NA,NA,NA,0
891,"bilirubin degradation product, C17H18N2O4 (1)**",NA,NA,NA,NA,NA,NA,NA,0
892,"bilirubin degradation product, C17H18N2O4 (2)**",NA,NA,NA,NA,NA,NA,NA,0
893,"bilirubin degradation product, C17H18N2O4 (3)**",NA,NA,NA,NA,NA,NA,NA,0
894,"bilirubin degradation product, C17H20N2O5 (1)**",NA,NA,NA,NA,NA,NA,NA,0
895,"bilirubin degradation product, C17H20N2O5 (2)**",NA,NA,NA,NA,NA,NA,NA,0
896,tetrahydrocortisol glucuronide,NA,NA,NA,NA,NA,NA,NA,0
897,"N,N-dimethyl-pro-pro",NA,NA,NA,NA,NA,NA,NA,0
898,oxindolylalanine,NA,NA,NA,NA,NA,NA,NA,0
899,tetrahydrocortisone glucuronide (5),NA,NA,NA,NA,NA,NA,NA,0
